epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
15,3799,,,,0.96875,,0.03690941631793976,,
15,3849,,,,0.96875,,0.17457215487957,,
15,3899,,,,1.0,,0.028006423264741898,,
15,3949,,,,0.9375,,0.2743959426879883,,
15,3999,,,,1.0,,0.023348314687609673,,
15,3999,,,,,,,0.7580000162124634,1.2821639776229858
15,3999,,,0.9822499752044678,,0.05024723708629608,,,
16,4049,,,,0.96875,,0.06073606386780739,,
16,4099,,,,1.0,,0.03181809186935425,,
16,4149,,,,0.9375,,0.058166515082120895,,
16,4199,,,,0.96875,,0.0917881652712822,,
16,4249,,,,0.96875,,0.04714012145996094,,
16,4249,,,,,,,0.7764999866485596,1.1089619398117065
16,4249,,,0.9800000190734863,,0.05461464822292328,,,
17,4299,,,,1.0,,0.0005716988234780729,,
17,4349,,,,0.96875,,0.03739582747220993,,
17,4399,,,,0.96875,,0.023568052798509598,,
17,4449,,,,1.0,,0.02955763414502144,,
17,4499,,,,1.0,,0.01888560689985752,,
17,4499,,,,,,,0.7379999756813049,1.2078273296356201
17,4499,,,0.9862499833106995,,0.039140935987234116,,,
18,4549,,,,1.0,,0.054739825427532196,,
18,4599,,,,1.0,,0.010394335724413395,,
18,4649,,,,1.0,,0.015423892065882683,,
18,4699,,,,1.0,,0.004477877169847488,,
18,4749,,,,1.0,,0.012614862062036991,,
18,4749,,,,,,,0.7730000019073486,1.1855714321136475
18,4749,,,0.9869999885559082,,0.03451180085539818,,,
19,4799,,,,1.0,,0.0031010019592940807,,
19,4849,,,,1.0,,0.011553592048585415,,
19,4899,,,,0.9375,,0.11638617515563965,,
19,4949,,,,1.0,,0.030997231602668762,,
19,4999,,,,1.0,,0.004458718933165073,,
19,4999,,,,,,,0.765999972820282,1.1266040802001953
19,4999,,,0.984624981880188,,0.042028892785310745,,,
20,5049,,,,1.0,,0.00043287588050588965,,
20,5099,,,,1.0,,0.0016719917766749859,,
20,5149,,,,1.0,,0.0003828268381766975,,
20,5199,,,,0.96875,,0.06835471093654633,,
20,5249,,,,1.0,,0.006619791500270367,,
20,5249,,,,,,,0.7634999752044678,1.1419790983200073
20,5249,,,0.9942499995231628,,0.021363303065299988,,,
21,5299,,,,0.96875,,0.02276385948061943,,
21,5349,,,,1.0,,0.0014267691876739264,,
21,5399,,,,1.0,,0.014570833183825016,,
21,5449,,,,1.0,,0.0027698602061718702,,
21,5499,,,,0.96875,,0.04558992013335228,,
21,5499,,,,,,,0.7584999799728394,1.2052735090255737
21,5499,,,0.987375020980835,,0.03455282002687454,,,
22,5549,,,,0.96875,,0.08112692832946777,,
22,5599,,,,1.0,,0.003496200544759631,,
22,5649,,,,0.96875,,0.10213114321231842,,
22,5699,,,,1.0,,0.012084868736565113,,
22,5749,,,,0.96875,,0.0627620667219162,,
22,5749,,,,,,,0.7630000114440918,1.0853346586227417
22,5749,,,0.987625002861023,,0.03408996760845184,,,
23,5799,,,,1.0,,0.00116195366717875,,
23,5849,,,,1.0,,0.00024368213780689985,,
23,5899,,,,1.0,,0.0013387331273406744,,
23,5949,,,,0.96875,,0.16946262121200562,,
23,5999,,,,0.96875,,0.1221698597073555,,
23,5999,,,,,,,0.7695000171661377,1.2724907398223877
23,5999,,,0.9919999837875366,,0.024794844910502434,,,
24,6049,,,,1.0,,0.006980352569371462,,
24,6099,,,,1.0,,0.0008999531855806708,,
24,6149,,,,1.0,,0.013142215088009834,,
24,6199,,,,1.0,,0.00027716119075194,,
24,6249,,,,1.0,,0.023097191005945206,,
24,6249,,,,,,,0.7680000066757202,1.6587860584259033
24,6249,,,0.9946249723434448,,0.018592488020658493,,,
25,6299,,,,1.0,,0.0005124284070916474,,
25,6349,,,,1.0,,0.0059417420998215675,,
25,6399,,,,1.0,,0.004581494256854057,,
25,6449,,,,1.0,,0.0014159732963889837,,
25,6499,,,,0.9375,,0.0848928764462471,,
25,6499,,,,,,,0.7480000257492065,1.3962153196334839
25,6499,,,0.9890000224113464,,0.030278366059064865,,,
26,6549,,,,1.0,,0.010636746883392334,,
26,6599,,,,1.0,,0.0010995313059538603,,
26,6649,,,,1.0,,0.0011172330705448985,,
26,6699,,,,1.0,,0.03200109302997589,,
26,6749,,,,0.9375,,0.06129719689488411,,
26,6749,,,,,,,0.7714999914169312,1.1904933452606201
26,6749,,,0.9902499914169312,,0.026996348053216934,,,
27,6799,,,,1.0,,0.004823398310691118,,
27,6849,,,,1.0,,0.002306038048118353,,
27,6899,,,,0.9375,,0.22096405923366547,,
27,6949,,,,1.0,,0.0028180056251585484,,
27,6999,,,,1.0,,0.011148588731884956,,
27,6999,,,,,,,0.7615000009536743,1.4429833889007568
27,6999,,,0.9901250004768372,,0.02806721068918705,,,
28,7049,,,,1.0,,0.010405070148408413,,
28,7099,,,,1.0,,0.0032913140021264553,,
28,7149,,,,1.0,,0.009514467790722847,,
28,7199,,,,1.0,,0.004454458598047495,,
28,7249,,,,1.0,,0.0053709023632109165,,
28,7249,,,,,,,0.7664999961853027,1.4456032514572144
28,7249,,,0.9915000200271606,,0.02610766515135765,,,
29,7299,,,,1.0,,0.00022187312424648553,,
29,7349,,,,1.0,,0.009031812660396099,,
29,7399,,,,1.0,,0.0004969300352968276,,
29,7449,,,,1.0,,0.0017896383069455624,,
29,7499,,,,1.0,,0.021495457738637924,,
29,7499,,,,,,,0.7365000247955322,1.7344298362731934
29,7499,,,0.9917500019073486,,0.02210160903632641,,,
30,7500,0.7570000290870667,1.608764886856079,,,,,,
