epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
10,2649,,,,0.78125,,0.45428165793418884,,
10,2699,,,,0.59375,,0.6027445793151855,,
10,2749,,,,0.71875,,0.49115750193595886,,
10,2749,,,,,,,0.7900000214576721,0.441035658121109
10,2749,,,0.7872499823570251,,0.4454355835914612,,,
11,2799,,,,0.625,,0.560789942741394,,
11,2849,,,,0.71875,,0.46308666467666626,,
11,2899,,,,0.78125,,0.47251957654953003,,
11,2949,,,,0.8125,,0.42635419964790344,,
11,2999,,,,0.8125,,0.3765159845352173,,
11,2999,,,,,,,0.7825000286102295,0.4519464671611786
11,2999,,,0.793749988079071,,0.4338971972465515,,,
12,3049,,,,0.78125,,0.4699874520301819,,
12,3099,,,,0.78125,,0.44081932306289673,,
12,3149,,,,0.8125,,0.5370954275131226,,
12,3199,,,,0.8125,,0.4028792977333069,,
12,3249,,,,0.78125,,0.4005008339881897,,
12,3249,,,,,,,0.7864999771118164,0.44785207509994507
12,3249,,,0.7944999933242798,,0.42515459656715393,,,
13,3299,,,,0.875,,0.269984632730484,,
13,3349,,,,0.625,,0.6567978262901306,,
13,3399,,,,0.71875,,0.45245176553726196,,
13,3449,,,,0.8125,,0.3886505365371704,,
13,3499,,,,0.78125,,0.4039732813835144,,
13,3499,,,,,,,0.784500002861023,0.4447858929634094
13,3499,,,0.8004999756813049,,0.42415422201156616,,,
14,3549,,,,0.8125,,0.43179720640182495,,
14,3599,,,,0.78125,,0.42648738622665405,,
14,3649,,,,0.78125,,0.4238743782043457,,
14,3699,,,,0.65625,,0.6232873201370239,,
14,3749,,,,0.8125,,0.36603477597236633,,
14,3749,,,,,,,0.7910000085830688,0.42810219526290894
14,3749,,,0.8103749752044678,,0.41091111302375793,,,
15,3799,,,,0.78125,,0.5103731155395508,,
15,3849,,,,0.8125,,0.249518021941185,,
15,3899,,,,0.78125,,0.5043938159942627,,
15,3949,,,,0.875,,0.36203259229660034,,
15,3999,,,,0.8125,,0.4504142105579376,,
15,3999,,,,,,,0.8065000176429749,0.4088914692401886
15,3999,,,0.8067499995231628,,0.4094598889350891,,,
16,4049,,,,0.8125,,0.33168813586235046,,
16,4099,,,,0.8125,,0.49665480852127075,,
16,4149,,,,0.6875,,0.48715609312057495,,
16,4199,,,,0.8125,,0.32801908254623413,,
16,4249,,,,0.78125,,0.49157044291496277,,
16,4249,,,,,,,0.7684999704360962,0.4602213501930237
16,4249,,,0.8202499747276306,,0.38872137665748596,,,
17,4299,,,,0.90625,,0.3505907654762268,,
17,4349,,,,0.75,,0.6596646308898926,,
17,4399,,,,0.9375,,0.21279948949813843,,
17,4449,,,,0.8125,,0.3255276679992676,,
17,4499,,,,0.84375,,0.29895931482315063,,
17,4499,,,,,,,0.8144999742507935,0.42031311988830566
17,4499,,,0.8172500133514404,,0.3905772566795349,,,
18,4549,,,,0.8125,,0.49942323565483093,,
18,4599,,,,0.78125,,0.32283857464790344,,
18,4649,,,,0.84375,,0.35163187980651855,,
18,4699,,,,0.78125,,0.5489882826805115,,
18,4749,,,,0.8125,,0.3181384205818176,,
18,4749,,,,,,,0.8109999895095825,0.4047568440437317
18,4749,,,0.8197500109672546,,0.3816283941268921,,,
19,4799,,,,0.9375,,0.2535841464996338,,
19,4849,,,,0.9375,,0.19952796399593353,,
19,4899,,,,0.78125,,0.5233466625213623,,
19,4949,,,,0.5625,,0.7534704804420471,,
19,4999,,,,0.84375,,0.36927053332328796,,
19,4999,,,,,,,0.8149999976158142,0.4052470326423645
19,4999,,,0.828000009059906,,0.3677222430706024,,,
20,5049,,,,0.75,,0.4369918406009674,,
20,5099,,,,0.90625,,0.35053086280822754,,
20,5149,,,,0.75,,0.4822259843349457,,
20,5199,,,,0.8125,,0.4224078357219696,,
20,5249,,,,0.8125,,0.39495134353637695,,
20,5249,,,,,,,0.8019999861717224,0.44481000304222107
20,5249,,,0.8330000042915344,,0.36991986632347107,,,
21,5299,,,,0.8125,,0.3776281774044037,,
21,5349,,,,0.90625,,0.27102893590927124,,
21,5399,,,,0.84375,,0.33327800035476685,,
21,5449,,,,0.78125,,0.47765690088272095,,
21,5499,,,,0.71875,,0.38367682695388794,,
21,5499,,,,,,,0.815500020980835,0.39408165216445923
21,5499,,,0.8292499780654907,,0.3635708689689636,,,
22,5549,,,,0.78125,,0.40831175446510315,,
22,5599,,,,0.90625,,0.2556665539741516,,
22,5649,,,,0.9375,,0.18250033259391785,,
22,5699,,,,0.8125,,0.38671138882637024,,
22,5749,,,,0.8125,,0.4372265338897705,,
22,5749,,,,,,,0.8224999904632568,0.41424986720085144
22,5749,,,0.8386250138282776,,0.3555862605571747,,,
23,5799,,,,0.875,,0.22526709735393524,,
23,5849,,,,0.78125,,0.40163642168045044,,
23,5899,,,,0.90625,,0.2532654404640198,,
23,5949,,,,0.84375,,0.38858503103256226,,
23,5999,,,,0.6875,,0.48440492153167725,,
23,5999,,,,,,,0.8180000185966492,0.4134284555912018
23,5999,,,0.8428750038146973,,0.34729674458503723,,,
24,6049,,,,0.9375,,0.4231235682964325,,
24,6099,,,,0.75,,0.3921657204627991,,
24,6149,,,,0.90625,,0.3381016254425049,,
24,6199,,,,0.84375,,0.3192618787288666,,
24,6249,,,,0.84375,,0.3945657014846802,,
24,6249,,,,,,,0.8130000233650208,0.4162648022174835
24,6249,,,0.84375,,0.3403855264186859,,,
25,6299,,,,0.84375,,0.286845326423645,,
25,6349,,,,0.875,,0.27861881256103516,,
25,6399,,,,0.8125,,0.37932172417640686,,
25,6449,,,,0.75,,0.4828880727291107,,
25,6499,,,,0.875,,0.4129352271556854,,
25,6499,,,,,,,0.8159999847412109,0.4020755887031555
25,6499,,,0.8445000052452087,,0.34471648931503296,,,
26,6549,,,,0.90625,,0.19590699672698975,,
26,6599,,,,0.9375,,0.1743410974740982,,
26,6649,,,,0.71875,,0.3974740207195282,,
26,6699,,,,0.90625,,0.28505951166152954,,
26,6749,,,,0.75,,0.40622782707214355,,
26,6749,,,,,,,0.8224999904632568,0.4127652943134308
26,6749,,,0.8533750176429749,,0.33690059185028076,,,
27,6799,,,,1.0,,0.10873174667358398,,
27,6849,,,,0.84375,,0.29900798201560974,,
27,6899,,,,0.90625,,0.3104715943336487,,
27,6949,,,,0.90625,,0.20636184513568878,,
27,6999,,,,0.90625,,0.2698160409927368,,
27,6999,,,,,,,0.824999988079071,0.3974107801914215
27,6999,,,0.8539999723434448,,0.3304295837879181,,,
28,7049,,,,0.8125,,0.30116429924964905,,
28,7099,,,,0.8125,,0.4012849032878876,,
28,7149,,,,0.9375,,0.2608441114425659,,
28,7199,,,,0.875,,0.243913933634758,,
28,7249,,,,0.84375,,0.35066989064216614,,
28,7249,,,,,,,0.8230000138282776,0.41083773970603943
28,7249,,,0.8507500290870667,,0.32920801639556885,,,
29,7299,,,,0.84375,,0.36816293001174927,,
29,7349,,,,0.71875,,0.6255106329917908,,
29,7399,,,,0.875,,0.34304216504096985,,
29,7449,,,,0.84375,,0.450260192155838,,
29,7499,,,,0.78125,,0.3453793525695801,,
29,7499,,,,,,,0.8125,0.416367769241333
29,7499,,,0.8543750047683716,,0.3237777352333069,,,
30,7500,0.8050000071525574,0.4300379753112793,,,,,,
